"GSCORE","SNP","CHROM","POS","TRAIT","ANNOT"
"0.792","c2_35944","chr04","67811114","CPTuber.H","Multicopper oxidase, type 1"
"0.792","c2_28641","chr08","50613642","CPTuber.H","Amino acid/polyamine transporter I"
"0.792","c2_17539","chr01","71416070","CPTuber.H","Phosphatidate cytidylyltransferase signature."
"0.792","c2_7549","chr02","39073865","CPTuber.H",NA
"0.792","c2_36882","chr07","3150451","CPTuber.H","Sterile alpha motif/pointed domain superfamily"
"0.79","c2_50011","chr01","8067563","CPTuber.H","Uncharacterised conserved protein UCP015417, vWA"
"0.79","c2_49758","chr01","33719340","CPTuber.H","Pyruvate kinase"
"0.79","c2_48549","chr01","57016909","CPTuber.H","Tetratricopeptide repeat"
"0.79","c2_54353","chr01","27651127","CPTuber.H","DNA polymerase, Y-family, little finger domain"
"0.79","c1_6083","chr01","3931983","CPTuber.H","Prefoldin alpha-like"
"0.79","c2_21078","chr01","2530170","CPTuber.H","UDP-glucoronosyl and UDP-glucosyl transferase"
"0.79","c2_27878","chr01","6952900","CPTuber.H","Late embryogenesis abundant protein, LEA_2 subgroup"
"0.79","c2_2653","chr01","60377775","CPTuber.H","Protein kinase domain"
"0.79","c2_2721","chr01","59794591","CPTuber.H","C2 domain"
"0.789","c1_2519","chr01","80100847","CPTuber.H","Leucine-rich repeat domain superfamily"
"0.789","c1_4359","chr11","37615241","CPTuber.H","Zinc finger, RING/FYVE/PHD-type"
"0.789","c2_50332","chr11","35855433","CPTuber.H","Protein kinase domain"
"0.789","c2_2506","chr01","78042100","CPTuber.H","Xyloglucan endotransglucosylase/hydrolase"
"0.789","c1_1318","chr11","40975712","CPTuber.H","Vacuolar protein sorting-associated protein 41"
"0.789","c2_50176","chr05","47172073","CPTuber.H",NA
"0.789","c2_55240","chr05","52535071","CPTuber.H","Protein of unknown function (DUF1365)"
"0.789","c2_50502","chr01","79430026","CPTuber.H","Zinc finger, FYVE/PHD-type"
"0.789","c1_12106","chr01","64335728","CPTuber.H","WRKY DNA -binding domain"
"0.789","c2_31821","chr01","73624408","CPTuber.H","Protein kinase domain"
"0.789","c2_2957","chr11","30637890","CPTuber.H","Domain of unknown function (DUF4094)"
"0.789","c2_15676","chr05","18685485","CPTuber.H","CRS1 / YhbY (CRM) domain"
"0.789","c2_13293","chr09","5896650","CPTuber.H","Valyl tRNA synthetase, anticodon-binding domain"
"0.789","c1_3392","chr05","51208384","CPTuber.H",NA
"0.789","c2_44274","chr08","47876091","CPTuber.H","Spp2/MOS2, G-patch domain"
"0.789","c1_3844","chr01","72178891","CPTuber.H","26S proteasome regulatory subunit Rpn7/COP9 signalosome complex subunit 1"
"0.789","c1_10762","chr04","56671441","CPTuber.H","Zinc finger, RING/FYVE/PHD-type"
"0.789","c1_5254","chr01","75968172","CPTuber.H","Mediator complex, subunit Med14"
"0.789","c2_9988","chr01","81582585","CPTuber.H","Plantacyanin"
"0.789","c2_30288","chr08","36083589","CPTuber.H","G protein-coupled receptor GCR1 putative"
"0.789","c2_50483","chr01","79377949","CPTuber.H","Protein kinase domain"
"0.789","c2_13304","chr09","5741802","CPTuber.H","DnaJ domain"
"0.789","c2_7241","chr01","80280315","CPTuber.H","Leucine-rich repeat domain superfamily"
"0.789","c1_16708","chr02","19459559","CPTuber.H","Tetratricopeptide repeat protein 5, OB fold domain"
"0.789","c2_28634","chr08","51202097","CPTuber.H","Protein of unknown function (DUF760)"
"0.789","c2_41337","chr01","64463293","CPTuber.H","AAA+ ATPase domain"
"0.789","c1_10494","chr02","35786299","CPTuber.H","Ctr copper transporter family"
"0.789","c2_52206","chr04","64705833","CPTuber.H","WPP domain"
"0.789","c2_34197","chr11","46393058","CPTuber.H","Malectin-like domain"
"0.789","c1_11644","chr12","6940214","CPTuber.H","DEAD/DEAH box helicase domain"
"0.789","c1_3163","chr07","42923807","CPTuber.H","Hydrophobic seed protein domain"
"0.789","c2_9722","chr01","81410249","CPTuber.H","Phosphatidylinositol-4-phosphate 5-kinase, N-terminal"
"0.789","c2_20479","chr09","51133753","CPTuber.H",NA
"0.789","c2_22894","chr02","40357809","CPTuber.H","Cytochrome P450 superfamily"
"0.789","c2_4875","chr01","83569602","CPTuber.H","S-adenosyl-L-methionine-dependent methyltransferases"
"0.789","c2_1898","chr10","11224997","CPTuber.H",NA
"0.789","c1_4243","chr09","6266773","CPTuber.H","60S ribosomal protein L4, C-terminal domain"
"0.789","c2_43243","chr09","64036046","CPTuber.H","Leucine-rich repeat domain superfamily"
"0.789","c2_3321","chr09","278854","CPTuber.H",NA
"0.789","c2_47405","chr05","45861659","CPTuber.H","Ionotropic glutamate receptor, plant"
"0.789","c2_16004","chr07","45142453","CPTuber.H","N-acetylglucosaminyltransferase II (MGAT2)"
"0.789","c2_23728","chr05","425086","CPTuber.H","Remorin, C-terminal region"
"0.789","c2_13242","chr09","6058873","CPTuber.H","IQ motif, EF-hand binding site"
"0.789","c2_20347","chr03","48312834","CPTuber.H","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5"
"0.789","c2_13613","chr11","38278862","CPTuber.H","Homeobox domain"
"0.789","c1_7341","chr02","40354529","CPTuber.H","Protein of unknown function DUF4228, plant"
"0.789","c1_4271","chr09","6034748","CPTuber.H","Dolichyldiphosphatase, PAP2 domain"
"0.789","c2_25485","chr10","49589876","CPTuber.H","Protein kinase domain"
"0.789","c1_12234","chr10","60460277","CPTuber.H","Stomatal closure-related actin-binding protein, PH domain"
"0.789","c2_12976","chr04","66094837","CPTuber.H","G protein beta WD-40 repeat signature"
"0.789","c2_1579","chr03","49336311","CPTuber.H","Trimeric LpxA-like superfamily"
"0.789","c2_49128","chr05","50692345","CPTuber.H","Protein kinase domain"
"0.789","c1_14089","chr01","74757081","CPTuber.H","ORMDL family"
"0.789","c1_1029","chr09","294014","CPTuber.H","Amino acid transporter, transmembrane domain"
"0.789","c2_24653","chr12","53396597","CPTuber.H","NB-ARC domain"
"0.789","c2_20481","chr09","51132531","CPTuber.H","GTP1/OBG GTP-binding protein family signature"
"0.789","c1_10435","chr04","64932514","CPTuber.H",NA
"0.789","c1_9161","chr03","42032296","CPTuber.H","AMP-binding enzyme, C-terminal domain"
"0.789","c2_4884","chr01","83579064","CPTuber.H","Cysteine-rich  secretory protein-related"
"0.789","c2_42405","chr05","52209150","CPTuber.H","26S proteasome regulatory complex, non-ATPase subcomplex, Rpn2/Psmd1 subunit"
"0.789","c2_42542","chr05","52146618","CPTuber.H","Phloem protein 2-like"
"0.789","c1_4000","chr11","9390821","CPTuber.H","HhH-GPD domain"
"0.789","c2_16135","chr08","58570973","CPTuber.H","Development and cell death domain"
"0.789","c2_14470","chr01","67170630","CPTuber.H","Retinal pigment epithelial membrane protein"
"0.789","c2_55085","chr10","9504143","CPTuber.H","Transketolase, N-terminal"
"0.789","c2_2183","chr08","31283889","CPTuber.H","ALDH_F18-19_ProA-GPR"
"0.789","c2_27216","chr02","41370570","CPTuber.H","Forkhead-associated (FHA) domain"
"0.789","c2_13821","chr03","42602793","CPTuber.H",NA
"0.789","c2_52793","chr10","10693085","CPTuber.H","G protein beta WD-40 repeat signature"
"0.789","c2_41963","chr02","26261217","CPTuber.H","Pyrroline-5-carboxylate reductase [proC]."
"0.789","c2_47782","chr06","44773987","CPTuber.H","Zinc finger, RING/FYVE/PHD-type"
"0.789","c2_11534","chr04","7538784","CPTuber.H","Pollen allergen Amb family signature"
"0.789","c2_40085","chr09","63676018","CPTuber.H","Beta-amylase (glycosyl hydrolase family 14) signature"
"0.789","c2_49117","chr05","50795230","CPTuber.H","Amino acid transporter, transmembrane domain"
"0.789","c2_57750","chr08","4551415","CPTuber.H","Ankyrin repeat signature"
"0.789","c2_23776","chr05","170622","CPTuber.H","Rubisco  LSMT methyltransferase, plant"
"0.789","c1_1020","chr09","374030","CPTuber.H","Glycosyltransferase subfamily 4-like, N-terminal domain"
"0.789","c2_2509","chr01","77241044","CPTuber.H","Serine-threonine/tyrosine-protein kinase, catalytic domain"
"0.789","c1_15123","chr01","82926182","CPTuber.H","Ulp1 protease family, C-terminal catalytic domain"
"0.789","c2_26466","chr03","54933721","CPTuber.H","TB2/DP1/HVA22-related protein"
"0.789","c2_33516","chr05","1521999","CPTuber.H","DNA-directed RNA polymerase, insert domain superfamily"
"0.789","c2_22758","chr09","47990775","CPTuber.H","Myc-type, basic helix-loop-helix (bHLH) domain"
"0.789","c2_50885","chr02","21850219","CPTuber.H","Protein kinase domain"
"0.789","c1_13929","chr02","28460955","CPTuber.H","NAD(P)-binding domain"
"0.789","c2_34937","chr04","65329878","CPTuber.H","Alpha-amylase, plant"
"0.789","c2_46998","chr06","6386762","CPTuber.H","Malectin-like domain"
"0.789","c2_4713","chr01","84586984","CPTuber.H","UDP-glucoronosyl and UDP-glucosyl transferase"
"0.789","c2_15749","chr02","27538734","CPTuber.H","SPF45, RNA recognition motif"
"0.789","c2_4158","chr09","3889701","CPTuber.H","Leucine-rich repeat domain superfamily"
"0.789","c1_15983","chr04","52544261","CPTuber.H",NA
"0.789","c2_36045","chr04","56705422","CPTuber.H","Zinc finger, RING/FYVE/PHD-type"
"0.789","c2_46603","chr03","42455195","CPTuber.H","Glucose/ribitol dehydrogenase family signature"
"0.789","c2_49476","chr01","69655900","CPTuber.H","Acyl carrier protein [acpP]."
"0.789","c2_18503","chr03","54445632","CPTuber.H","lactate/malate dehydrogenase, NAD binding domain"
"0.789","c2_33626","chr09","14531391","CPTuber.H","NAF domain"
"0.789","c2_58247","chr09","33028708","CPTuber.H","Listerin, zinc finger, RING-type"
"0.789","c2_56971","chr06","4917166","CPTuber.H","Myb-type HTH DNA-binding domain profile."
"0.789","c1_14870","chr12","9887997","CPTuber.H","Homeobox domain"
"0.789","c2_17530","chr01","71116372","CPTuber.H","Malate dehydrogenase, NAD-dependent, cytosolic"
"0.789","c1_15911","chr07","1101001","CPTuber.H","Chloramphenicol acetyltransferase-like domain superfamily"
"0.789","c2_23389","chr07","43663225","CPTuber.H","UDP-glucoronosyl and UDP-glucosyl transferase"
"0.789","c2_40032","chr09","63515528","CPTuber.H","Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B [gatB]."
"0.789","c1_5088","chr02","27433858","CPTuber.H","Casparian strip membrane protein domain"
"0.789","c2_7426","chr02","39924475","CPTuber.H","Leucine-rich repeat domain superfamily"
"0.789","c2_33508","chr05","1510706","CPTuber.H","Secretory peroxidase"
"0.789","c2_46755","chr07","4612915","CPTuber.H","Ribosomal protein L7, eukaryotic/archaeal"
"0.789","c1_15048","chr08","43022014","CPTuber.H","Triose-phosphate Transporter family"
"0.789","c2_31383","chr09","15463497","CPTuber.H","Nucleotidyltransferase superfamily"
"0.789","c2_5409","chr12","496668","CPTuber.H","Glucose/ribitol dehydrogenase family signature"
"0.789","c1_11725","chr12","57222657","CPTuber.H",NA
"0.789","c1_6294","chr01","74404151","CPTuber.H","AMP-dependent synthetase/ligase"
"0.789","c2_5960","chr11","3581629","CPTuber.H","Chloroplast protein import component Tic20"
"0.789","c2_14772","chr01","87001559","CPTuber.H","GAGA-binding transcriptional activator"
"0.789","c1_8380","chr08","6634839","CPTuber.H","Malic oxidoreductase"
"0.789","c2_701","chr09","34773548","CPTuber.H","Tetratricopeptide repeat"
"0.789","c2_14761","chr01","86922573","CPTuber.H","Ribosomal protein S31e"
"0.789","c2_37137","chr03","60186592","CPTuber.H","Invertase/pectin methylesterase inhibitor domain superfamily"
"0.789","c2_14841","chr01","87277578","CPTuber.H","Alkaline and neutral invertase"
"0.789","c1_6352","chr03","47962746","CPTuber.H","ABC transporter type 1, transmembrane domain"
"0.789","c2_5836","chr06","50365784","CPTuber.H","NAF domain"
"0.789","c2_1157","chr10","2364435","CPTuber.H","Peptidase C26"
"0.789","c2_54741","chr05","15275210","CPTuber.H","Pyridoxal phosphate-dependent transferase domain 1"
"0.789","c1_16679","chr03","39432881","CPTuber.H","Adenylate kinase/UMP-CMP kinase"
"0.789","c2_31144","chr06","49152058","CPTuber.H","Protein phosphatase 2A regulatory subunit PR55"
"0.789","c2_26210","chr07","2784384","CPTuber.H","Protein SQS1, R3H domain"
"0.789","c1_357","chr10","997013","CPTuber.H","DAZ-associated protein 1, RNA recognition motif 2"
"0.789","c2_390","chr03","55884791","CPTuber.H","Chloramphenicol acetyltransferase-like domain superfamily"
"0.789","c2_54609","chr09","8862760","CPTuber.H","Mitochondrial carrier domain superfamily"
"0.789","c2_12217","chr01","73152453","CPTuber.H","Dihydrofolate reductase-like domain superfamily"
"0.789","c2_4358","chr02","5368286","CPTuber.H","Kinesin motor domain superfamily"
"0.789","c1_450","chr03","24783984","CPTuber.H","Acyltransferase, C-terminal domain"
"0.789","c2_33403","chr08","43758986","CPTuber.H","Very-long-chain 3-ketoacyl-CoA synthase"
"0.789","c1_7","chr10","31387549","CPTuber.H","Rad9"
"0.789","c2_1903","chr10","10462076","CPTuber.H","3'-5' exonuclease domain"
"0.789","c1_5716","chr11","17422495","CPTuber.H","GDSL lipase/esterase-like, plant"
"0.789","c1_4617","chr01","75286654","CPTuber.H","Exonuclease, RNase T/DNA polymerase III"
"0.789","c2_45698","chr03","42290879","CPTuber.H","Decaprenyl diphosphate synthase-like"
"0.789","c2_30596","chr06","1047083","CPTuber.H","WD repeat protein DCAF11/LEC14B"
"0.789","c1_5713","chr08","9829173","CPTuber.H","NAD(P)-binding domain"
"0.789","c2_661","chr03","21194873","CPTuber.H","Malectin-like domain"
"0.789","c2_31403","chr04","11798533","CPTuber.H","F-box domain"
"0.789","c2_29216","chr06","54898826","CPTuber.H","Fatty acyl-CoA reductase, C-terminal"
"0.789","c2_50303","chr05","4944603","CPTuber.H","Putative S-adenosyl-L-methionine-dependent methyltransferase"
"0.789","c2_24747","chr10","4278985","CPTuber.H","Sphingolipid delta4-desaturase"
"0.789","c2_56257","chr04","13598319","CPTuber.H","Pheophorbide a oxygenase"
"0.789","c1_14613","chr06","58888549","CPTuber.H","3-dehydroquinate dehydratase type I"
"0.789","c2_39597","chr04","8952155","CPTuber.H",NA
"0.789","c2_37596","chr04","23772202","CPTuber.H",NA
"0.789","c2_3739","chr11","41897741","CPTuber.H","Glycoside hydrolase family 17"
"0.789","c2_54344","chr01","87913650","CPTuber.H","Methyltransferase type 11"
"0.789","c2_2754","chr08","40886246","CPTuber.H",NA
"0.789","c2_18463","chr03","54351936","CPTuber.H","No apical meristem (NAM) protein"
"0.789","c2_8664","chr06","53133277","CPTuber.H","Argonaute linker 2 domain"
"0.789","c2_41223","chr06","56976417","CPTuber.H","Cyclophilin-type peptidyl-prolyl cis-trans isomerase"
"0.789","c2_38900","chr07","755143","CPTuber.H","NAF domain"
"0.789","c2_52374","chr07","5413650","CPTuber.H","CCT domain"
"0.789","c2_48385","chr03","38867697","CPTuber.H","Multicopper oxidase, type 1"
"0.789","c2_47646","chr05","6043333","CPTuber.H","Pollen allergen Amb family signature"
"0.789","c2_53380","chr01","71560862","CPTuber.H","Invertase/pectin methylesterase inhibitor domain superfamily"
"0.789","c2_22890","chr02","40361097","CPTuber.H","N-acetylglutamate synthase, kinase-like domain"
"0.789","c2_17581","chr03","48703141","CPTuber.H","Glutaminyl-peptide cyclotransferase"
"0.789","c2_32900","chr04","39184849","CPTuber.H","Peptide chain release factor"
"0.789","c1_11670","chr04","61096003","CPTuber.H","Rossmann-like alpha/beta/alpha sandwich fold"
"0.789","c2_33405","chr08","43724370","CPTuber.H","twin BRCT domain"
"0.789","c2_5356","chr12","1841657","CPTuber.H","ENTH  domain"
"0.789","c2_55072","chr03","44717378","CPTuber.H","Transketolase, C-terminal domain"
"0.789","c1_8330","chr04","63421127","CPTuber.H","Protein of unknown function (DUF1005)"
"0.789","c1_7029","chr06","53869544","CPTuber.H","NAD dependent epimerase/dehydratase family"
"0.789","c2_49598","chr08","52287153","CPTuber.H",NA
"0.789","c2_19222","chr10","7325042","CPTuber.H","Spore Coat Polysaccharide Biosynthesis Protein SpsA; Chain A"
"0.789","c1_5388","chr03","3255161","CPTuber.H","Ubiquitin-associated domain"
"0.789","c1_11626","chr04","2496253","CPTuber.H","PB1 domain"
"0.789","c2_40523","chr10","38831087","CPTuber.H","PPM-type phosphatase domain"
"0.789","c2_49812","chr11","39731161","CPTuber.H","Sodium:sulfate symporter transmembrane region"
"0.789","c2_32918","chr06","32685284","CPTuber.H","Protein tyrosine phosphatase superfamily"
"0.789","c2_1915","chr09","18959497","CPTuber.H","Malectin-like domain"
"0.789","c2_23308","chr12","7798563","CPTuber.H","Leucine-rich repeat domain superfamily"
"0.789","c2_1533","chr03","49568153","CPTuber.H","Glyceraldehyde/Erythrose phosphate dehydrogenase family"
"0.789","c1_15547","chr03","54533489","CPTuber.H","Alpha/beta hydrolase fold-1"
"0.789","c1_4228","chr09","6515666","CPTuber.H","Protein of unknown function (DUF630)"
"0.789","c1_305","chr10","291396","CPTuber.H","Pentatricopeptide repeat"
"0.789","c1_1985","chr12","1130646","CPTuber.H","Aldolase-type TIM barrel"
"0.789","c2_4372","chr02","4216776","CPTuber.H","Prolyl oligopeptidase serine protease (S9A) signature"
"0.789","c1_12264","chr02","32307065","CPTuber.H","Domain of unknown function DUF3700"
"0.789","c2_22939","chr02","40178038","CPTuber.H","Leucine-rich repeat domain superfamily"
"0.789","c1_9111","chr04","32669857","CPTuber.H","GroEL-like apical domain superfamily"
"0.789","c2_18836","chr12","9098983","CPTuber.H","DEAD/DEAH box helicase domain"
"0.789","c2_39741","chr12","56694424","CPTuber.H","Hydrophobic seed protein domain"
"0.789","c2_20273","chr03","43423506","CPTuber.H","Mpv17 / PMP22 family"
"0.789","c2_39624","chr04","8780359","CPTuber.H","Small GTPase"
"0.789","c2_51083","chr10","52896267","CPTuber.H","Amidase signature (AS) superfamily"
"0.789","c1_12236","chr10","60501716","CPTuber.H","Basic-leucine zipper domain"
"0.789","c2_41463","chr08","39362747","CPTuber.H","Domain of unknown function (DUF4408)"
"0.789","c2_15796","chr08","47789636","CPTuber.H","Domain of unknown function (DUF3535)"
"0.789","c1_15965","chr05","48068419","CPTuber.H","GH3 auxin-responsive promoter"
"0.789","c2_43074","chr06","38367826","CPTuber.H",NA
"0.789","c2_19746","chr07","50404542","CPTuber.H",NA
"0.789","c2_52518","chr09","7572385","CPTuber.H","EF-hand domain"
"0.789","c1_4706","chr01","67245941","CPTuber.H","Spore Coat Polysaccharide Biosynthesis Protein SpsA; Chain A"
"0.789","c1_16540","chr02","40026514","CPTuber.H","Xyloglucan endotransglucosylase/hydrolase"
"0.789","c2_45914","chr03","45014682","CPTuber.H","Pseudouridine synthase, RsuA/RluA"
"0.789","c1_15470","chr09","6957082","CPTuber.H",NA
"0.789","c1_9490","chr09","15271556","CPTuber.H","Protein kinase domain"
"0.789","c2_33008","chr10","8546176","CPTuber.H","Palmitoyltransferase, DHHC domain"
"0.789","c1_15219","chr10","53051019","CPTuber.H","IQ motif, EF-hand binding site"
"0.789","c2_53068","chr01","86202323","CPTuber.H",NA
"0.789","c2_32381","chr02","21459520","CPTuber.H","Glycine-rich domain-containing protein-like"
"0.789","c2_51640","chr04","6890631","CPTuber.H","EF-hand domain"
"0.789","c1_13085","chr04","65797678","CPTuber.H","Ribosomal protein S14p/S29e"
