Prefix,Componentes_CHL,Traits,Models,Habilidad_Predictiva
CSPulpa,H,CSPulpa.H,BB,0.228
CSPulpa,H,CSPulpa.H,BB,-0.005
CSPulpa,H,CSPulpa.H,BB,0.068
CSPulpa,H,CSPulpa.H,BB,-0.031
CSPulpa,H,CSPulpa.H,BB,-0.104
CSPulpa,H,CSPulpa.H,BB,0.24
CSPulpa,H,CSPulpa.H,BC,0.22
CSPulpa,H,CSPulpa.H,BC,0.145
CSPulpa,H,CSPulpa.H,BC,0.064
CSPulpa,H,CSPulpa.H,BC,0.038
CSPulpa,H,CSPulpa.H,BC,0.087
CSPulpa,H,CSPulpa.H,BC,0.016
CSPulpa,H,CSPulpa.H,BC,-0.017
CSPulpa,H,CSPulpa.H,BC,0.121
CSPulpa,H,CSPulpa.H,BC,0.008
CSPulpa,H,CSPulpa.H,BC,-0.075
CSPulpa,H,CSPulpa.H,BC,-0.061
CSPulpa,H,CSPulpa.H,BC,0.095
CSPulpa,H,CSPulpa.H,BC,0.076
CSPulpa,H,CSPulpa.H,BC,0.268
CSPulpa,H,CSPulpa.H,BC,0.235
CSPulpa,H,CSPulpa.H,BC,0.103
CSPulpa,H,CSPulpa.H,BC,0.289
CSPulpa,H,CSPulpa.H,BC,-0.064
CSPulpa,H,CSPulpa.H,BC,0.039
CSPulpa,H,CSPulpa.H,BC,-0.168
CSPulpa,H,CSPulpa.H,BC,0.206
CSPulpa,H,CSPulpa.H,BC,0.176
CSPulpa,H,CSPulpa.H,BC,0.021
CSPulpa,H,CSPulpa.H,BC,-0.01
CSPulpa,H,CSPulpa.H,BC,0.138
CSPulpa,H,CSPulpa.H,BL,-0.114
CSPulpa,H,CSPulpa.H,BL,0.084
CSPulpa,H,CSPulpa.H,BL,0.158
CSPulpa,H,CSPulpa.H,BL,-0.025
CSPulpa,H,CSPulpa.H,BL,0.203
CSPulpa,H,CSPulpa.H,BL,0.047
CSPulpa,H,CSPulpa.H,BL,0.036
CSPulpa,H,CSPulpa.H,BL,0.096
CSPulpa,H,CSPulpa.H,BL,0.217
CSPulpa,H,CSPulpa.H,BL,0.005
CSPulpa,H,CSPulpa.H,BL,0.103
CSPulpa,H,CSPulpa.H,BL,0.097
CSPulpa,H,CSPulpa.H,BL,0.126
CSPulpa,H,CSPulpa.H,BL,0.094
CSPulpa,H,CSPulpa.H,BL,0.026
CSPulpa,H,CSPulpa.H,BL,0.062
CSPulpa,H,CSPulpa.H,BL,-0.064
CSPulpa,H,CSPulpa.H,BL,0.094
CSPulpa,H,CSPulpa.H,BL,0.036
CSPulpa,H,CSPulpa.H,BL,0.245
CSPulpa,H,CSPulpa.H,BL,0.153
CSPulpa,H,CSPulpa.H,BL,0.053
CSPulpa,H,CSPulpa.H,BL,0.013
CSPulpa,H,CSPulpa.H,BL,0.144
CSPulpa,H,CSPulpa.H,BL,-0.097
CSPulpa,H,CSPulpa.H,BRR,-0.117
CSPulpa,H,CSPulpa.H,BRR,0.019
CSPulpa,H,CSPulpa.H,BRR,0.09
CSPulpa,H,CSPulpa.H,BRR,0.003
CSPulpa,H,CSPulpa.H,BRR,0.125
CSPulpa,H,CSPulpa.H,BRR,-0.074
CSPulpa,H,CSPulpa.H,BRR,0.084
CSPulpa,H,CSPulpa.H,BRR,0.05
CSPulpa,H,CSPulpa.H,BRR,0.117
CSPulpa,H,CSPulpa.H,BRR,-0.056
CSPulpa,H,CSPulpa.H,BRR,0.116
CSPulpa,H,CSPulpa.H,BRR,0.175
CSPulpa,H,CSPulpa.H,BRR,-0.064
CSPulpa,H,CSPulpa.H,BRR,-0.067
CSPulpa,H,CSPulpa.H,BRR,0.114
CSPulpa,H,CSPulpa.H,BRR,-0.034
CSPulpa,H,CSPulpa.H,BRR,0.155
CSPulpa,H,CSPulpa.H,BRR,0.086
CSPulpa,H,CSPulpa.H,BRR,0.053
CSPulpa,H,CSPulpa.H,BRR,-0.003
CSPulpa,H,CSPulpa.H,BRR,0.049
CSPulpa,H,CSPulpa.H,BRR,0.07
CSPulpa,H,CSPulpa.H,BRR,-0.084
CSPulpa,H,CSPulpa.H,BRR,0.146
CSPulpa,H,CSPulpa.H,BRR,-0.007
CSPulpa,H,CSPulpa.H,GBLUP,-0.05
CSPulpa,H,CSPulpa.H,GBLUP,0.254
CSPulpa,H,CSPulpa.H,GBLUP,0.211
CSPulpa,H,CSPulpa.H,GBLUP,0.258
CSPulpa,H,CSPulpa.H,GBLUP,0.114
CSPulpa,H,CSPulpa.H,GBLUP,0.052
CSPulpa,H,CSPulpa.H,GBLUP,0.248
CSPulpa,H,CSPulpa.H,GBLUP,-0.15
CSPulpa,H,CSPulpa.H,GBLUP,0.014
CSPulpa,H,CSPulpa.H,GBLUP,-0.064
CSPulpa,H,CSPulpa.H,GBLUP,-0.042
CSPulpa,H,CSPulpa.H,GBLUP,-0.055
CSPulpa,H,CSPulpa.H,GBLUP,0.134
CSPulpa,H,CSPulpa.H,GBLUP,0.112
CSPulpa,H,CSPulpa.H,GBLUP,0.256
CSPulpa,H,CSPulpa.H,GBLUP,0.165
CSPulpa,H,CSPulpa.H,GBLUP,0.047
CSPulpa,H,CSPulpa.H,GBLUP,0.107
CSPulpa,H,CSPulpa.H,GBLUP,0.051
CSPulpa,H,CSPulpa.H,GBLUP,0.093
CSPulpa,H,CSPulpa.H,GBLUP,0.03
CSPulpa,H,CSPulpa.H,GBLUP,0.119
CSPulpa,H,CSPulpa.H,GBLUP,0.126
CSPulpa,H,CSPulpa.H,GBLUP,0.07
CSPulpa,H,CSPulpa.H,GBLUP,-0.046
CSPulpa,H,CSPulpa.H,RKHS,-0.043
CSPulpa,H,CSPulpa.H,RKHS,0.126
CSPulpa,H,CSPulpa.H,RKHS,0.115
CSPulpa,H,CSPulpa.H,RKHS,0.126
CSPulpa,H,CSPulpa.H,RKHS,0.148
CSPulpa,H,CSPulpa.H,RKHS,0.089
CSPulpa,H,CSPulpa.H,RKHS,-0.037
CSPulpa,H,CSPulpa.H,RKHS,0.145
CSPulpa,H,CSPulpa.H,RKHS,0.064
CSPulpa,H,CSPulpa.H,RKHS,-0.02
CSPulpa,H,CSPulpa.H,RKHS,0.126
CSPulpa,H,CSPulpa.H,RKHS,0.089
CSPulpa,H,CSPulpa.H,RKHS,0.039
CSPulpa,H,CSPulpa.H,RKHS,0.084
CSPulpa,H,CSPulpa.H,RKHS,0.107
CSPulpa,H,CSPulpa.H,RKHS,-0.066
CSPulpa,H,CSPulpa.H,RKHS,-0.041
CSPulpa,H,CSPulpa.H,RKHS,0.089
CSPulpa,H,CSPulpa.H,RKHS,0.131
CSPulpa,H,CSPulpa.H,RKHS,0.115
CSPulpa,H,CSPulpa.H,RKHS,-0.029
CSPulpa,H,CSPulpa.H,RKHS,0.224
CSPulpa,H,CSPulpa.H,RKHS,0.084
CSPulpa,H,CSPulpa.H,RKHS,-0.12
CSPulpa,H,CSPulpa.H,RKHS,0.093
CSPulpa,L,CSPulpa.L,BA,0.276
CSPulpa,L,CSPulpa.L,BA,0.3
CSPulpa,L,CSPulpa.L,BA,0.359
CSPulpa,L,CSPulpa.L,BA,0.357
CSPulpa,L,CSPulpa.L,BA,0.335
CSPulpa,L,CSPulpa.L,BA,0.283
CSPulpa,L,CSPulpa.L,BA,0.386
CSPulpa,L,CSPulpa.L,BA,0.36
CSPulpa,L,CSPulpa.L,BA,0.446
CSPulpa,L,CSPulpa.L,BA,0.282
CSPulpa,L,CSPulpa.L,BA,0.445
CSPulpa,L,CSPulpa.L,BA,0.242
CSPulpa,L,CSPulpa.L,BA,0.267
CSPulpa,L,CSPulpa.L,BA,0.284
CSPulpa,L,CSPulpa.L,BA,0.308
CSPulpa,L,CSPulpa.L,BA,0.329
CSPulpa,L,CSPulpa.L,BA,0.32
CSPulpa,L,CSPulpa.L,BA,0.416
CSPulpa,L,CSPulpa.L,BA,0.248
CSPulpa,L,CSPulpa.L,BA,0.43
CSPulpa,L,CSPulpa.L,BA,0.3
CSPulpa,L,CSPulpa.L,BA,0.19
CSPulpa,L,CSPulpa.L,BA,0.325
CSPulpa,L,CSPulpa.L,BA,0.462
CSPulpa,L,CSPulpa.L,BA,0.304
CSPulpa,L,CSPulpa.L,BB,0.186
CSPulpa,L,CSPulpa.L,BB,0.408
CSPulpa,L,CSPulpa.L,BB,0.336
CSPulpa,L,CSPulpa.L,BB,0.374
CSPulpa,L,CSPulpa.L,BB,0.327
CSPulpa,L,CSPulpa.L,BB,0.348
CSPulpa,L,CSPulpa.L,BB,0.315
CSPulpa,L,CSPulpa.L,BB,0.397
CSPulpa,L,CSPulpa.L,BB,0.286
CSPulpa,L,CSPulpa.L,BB,0.33
CSPulpa,L,CSPulpa.L,BB,0.249
CSPulpa,L,CSPulpa.L,BB,0.344
CSPulpa,L,CSPulpa.L,BB,0.434
CSPulpa,L,CSPulpa.L,BB,0.304
CSPulpa,L,CSPulpa.L,BB,0.417
CSPulpa,L,CSPulpa.L,BB,0.333
CSPulpa,L,CSPulpa.L,BB,0.359
CSPulpa,L,CSPulpa.L,BB,0.249
CSPulpa,L,CSPulpa.L,BB,0.157
CSPulpa,L,CSPulpa.L,BB,0.425
CSPulpa,L,CSPulpa.L,BB,0.374
CSPulpa,L,CSPulpa.L,BB,0.387
CSPulpa,L,CSPulpa.L,BB,0.318
CSPulpa,L,CSPulpa.L,BB,0.302
CSPulpa,L,CSPulpa.L,BB,0.274
CSPulpa,L,CSPulpa.L,BC,0.368
CSPulpa,L,CSPulpa.L,BC,0.361
CSPulpa,L,CSPulpa.L,BC,0.229
CSPulpa,L,CSPulpa.L,BC,0.265
CSPulpa,L,CSPulpa.L,BC,0.358
CSPulpa,L,CSPulpa.L,BC,0.398
CSPulpa,L,CSPulpa.L,BC,0.256
CSPulpa,L,CSPulpa.L,BC,0.275
CSPulpa,L,CSPulpa.L,BC,0.36
CSPulpa,L,CSPulpa.L,BC,0.362
CSPulpa,L,CSPulpa.L,BC,0.335
CSPulpa,L,CSPulpa.L,BC,0.264
CSPulpa,L,CSPulpa.L,BC,0.366
CSPulpa,L,CSPulpa.L,BC,0.212
CSPulpa,L,CSPulpa.L,BC,0.445
CSPulpa,L,CSPulpa.L,BC,0.419
CSPulpa,L,CSPulpa.L,BC,0.223
CSPulpa,L,CSPulpa.L,BC,0.361
CSPulpa,L,CSPulpa.L,BC,0.346
CSPulpa,L,CSPulpa.L,BC,0.389
CSPulpa,L,CSPulpa.L,BC,0.316
CSPulpa,L,CSPulpa.L,BC,0.331
CSPulpa,L,CSPulpa.L,BC,0.318
CSPulpa,L,CSPulpa.L,BC,0.429
CSPulpa,L,CSPulpa.L,BC,0.252
CSPulpa,L,CSPulpa.L,BL,0.296
CSPulpa,L,CSPulpa.L,BL,0.331
CSPulpa,L,CSPulpa.L,BL,0.377
CSPulpa,L,CSPulpa.L,BL,0.264
CSPulpa,L,CSPulpa.L,BL,0.461
CSPulpa,L,CSPulpa.L,BL,0.329
CSPulpa,L,CSPulpa.L,BL,0.307
CSPulpa,L,CSPulpa.L,BL,0.365
CSPulpa,L,CSPulpa.L,BL,0.327
CSPulpa,L,CSPulpa.L,BL,0.314
CSPulpa,L,CSPulpa.L,BL,0.339
CSPulpa,L,CSPulpa.L,BL,0.399
CSPulpa,L,CSPulpa.L,BL,0.283
CSPulpa,L,CSPulpa.L,BL,0.332
CSPulpa,L,CSPulpa.L,BL,0.377
CSPulpa,L,CSPulpa.L,BL,0.372
CSPulpa,L,CSPulpa.L,BL,0.472
CSPulpa,L,CSPulpa.L,BL,0.367
CSPulpa,L,CSPulpa.L,BL,0.236
CSPulpa,L,CSPulpa.L,BL,0.336
CSPulpa,L,CSPulpa.L,BL,0.212
CSPulpa,L,CSPulpa.L,BL,0.326
CSPulpa,L,CSPulpa.L,BL,0.339
CSPulpa,L,CSPulpa.L,BL,0.313
CSPulpa,L,CSPulpa.L,BL,0.293
CSPulpa,L,CSPulpa.L,BRR,0.327
CSPulpa,L,CSPulpa.L,BRR,0.365
CSPulpa,L,CSPulpa.L,BRR,0.367
CSPulpa,L,CSPulpa.L,BRR,0.327
CSPulpa,L,CSPulpa.L,BRR,0.356
CSPulpa,L,CSPulpa.L,BRR,0.452
CSPulpa,L,CSPulpa.L,BRR,0.176
CSPulpa,L,CSPulpa.L,BRR,0.391
CSPulpa,L,CSPulpa.L,BRR,0.354
CSPulpa,L,CSPulpa.L,BRR,0.331
CSPulpa,L,CSPulpa.L,BRR,0.324
CSPulpa,L,CSPulpa.L,BRR,0.272
CSPulpa,L,CSPulpa.L,BRR,0.459
CSPulpa,L,CSPulpa.L,BRR,0.298
CSPulpa,L,CSPulpa.L,BRR,0.325
CSPulpa,L,CSPulpa.L,BRR,0.272
CSPulpa,L,CSPulpa.L,BRR,0.326
CSPulpa,L,CSPulpa.L,BRR,0.303
CSPulpa,L,CSPulpa.L,BRR,0.319
CSPulpa,L,CSPulpa.L,BRR,0.313
CSPulpa,L,CSPulpa.L,BRR,0.331
CSPulpa,L,CSPulpa.L,BRR,0.423
CSPulpa,L,CSPulpa.L,BRR,0.158
CSPulpa,L,CSPulpa.L,BRR,0.348
CSPulpa,L,CSPulpa.L,BRR,0.362
CSPulpa,L,CSPulpa.L,GBLUP,0.262
CSPulpa,L,CSPulpa.L,GBLUP,0.339
CSPulpa,L,CSPulpa.L,GBLUP,0.402
CSPulpa,L,CSPulpa.L,GBLUP,0.301
CSPulpa,L,CSPulpa.L,GBLUP,0.378
CSPulpa,L,CSPulpa.L,GBLUP,0.276
CSPulpa,L,CSPulpa.L,GBLUP,0.466
CSPulpa,L,CSPulpa.L,GBLUP,0.461
CSPulpa,L,CSPulpa.L,GBLUP,0.342
CSPulpa,L,CSPulpa.L,GBLUP,0.204
CSPulpa,L,CSPulpa.L,GBLUP,0.322
CSPulpa,L,CSPulpa.L,GBLUP,0.383
CSPulpa,L,CSPulpa.L,GBLUP,0.444
CSPulpa,L,CSPulpa.L,GBLUP,0.239
CSPulpa,L,CSPulpa.L,GBLUP,0.291
CSPulpa,L,CSPulpa.L,GBLUP,0.454
CSPulpa,L,CSPulpa.L,GBLUP,0.353
CSPulpa,L,CSPulpa.L,GBLUP,0.46
CSPulpa,L,CSPulpa.L,GBLUP,0.304
CSPulpa,L,CSPulpa.L,GBLUP,0.113
CSPulpa,L,CSPulpa.L,GBLUP,0.482
CSPulpa,L,CSPulpa.L,GBLUP,0.42
CSPulpa,L,CSPulpa.L,GBLUP,0.238
CSPulpa,L,CSPulpa.L,GBLUP,0.319
CSPulpa,L,CSPulpa.L,GBLUP,0.278
CSPulpa,L,CSPulpa.L,RKHS,0.285
CSPulpa,L,CSPulpa.L,RKHS,0.451
CSPulpa,L,CSPulpa.L,RKHS,0.241
CSPulpa,L,CSPulpa.L,RKHS,0.33
CSPulpa,L,CSPulpa.L,RKHS,0.36
CSPulpa,L,CSPulpa.L,RKHS,0.259
CSPulpa,L,CSPulpa.L,RKHS,0.428
CSPulpa,L,CSPulpa.L,RKHS,0.352
CSPulpa,L,CSPulpa.L,RKHS,0.257
CSPulpa,L,CSPulpa.L,RKHS,0.421
CSPulpa,L,CSPulpa.L,RKHS,0.342
CSPulpa,L,CSPulpa.L,RKHS,0.3
CSPulpa,L,CSPulpa.L,RKHS,0.401
CSPulpa,L,CSPulpa.L,RKHS,0.209
CSPulpa,L,CSPulpa.L,RKHS,0.423
CSPulpa,L,CSPulpa.L,RKHS,0.301
CSPulpa,L,CSPulpa.L,RKHS,0.5
CSPulpa,L,CSPulpa.L,RKHS,0.333
CSPulpa,L,CSPulpa.L,RKHS,0.404
CSPulpa,L,CSPulpa.L,RKHS,0.247
CSPulpa,L,CSPulpa.L,RKHS,0.282
CSPulpa,L,CSPulpa.L,RKHS,0.269
CSPulpa,L,CSPulpa.L,RKHS,0.478
CSPulpa,L,CSPulpa.L,RKHS,0.299
CSPulpa,L,CSPulpa.L,RKHS,0.326
CSTuber,C,CSTuber.C,BA,0.216
CSTuber,C,CSTuber.C,BA,0.082
CSTuber,C,CSTuber.C,BA,0.09
CSTuber,C,CSTuber.C,BA,0.254
CSTuber,C,CSTuber.C,BA,0.204
CSTuber,C,CSTuber.C,BA,0.162
CSTuber,C,CSTuber.C,BA,0.287
CSTuber,C,CSTuber.C,BA,0.142
CSTuber,C,CSTuber.C,BA,0.045
CSTuber,C,CSTuber.C,BA,0.193
CSTuber,C,CSTuber.C,BA,0.153
CSTuber,C,CSTuber.C,BA,0.153
CSTuber,C,CSTuber.C,BA,0.123
CSTuber,C,CSTuber.C,BA,0.21
CSTuber,C,CSTuber.C,BA,0.174
CSTuber,C,CSTuber.C,BA,0.046
CSTuber,C,CSTuber.C,BA,0.084
CSTuber,C,CSTuber.C,BA,0.282
CSTuber,C,CSTuber.C,BA,0.141
CSTuber,C,CSTuber.C,BA,0.267
CSTuber,C,CSTuber.C,BA,0.232
CSTuber,C,CSTuber.C,BA,0.16
CSTuber,C,CSTuber.C,BA,0.329
CSTuber,C,CSTuber.C,BA,0.1
CSTuber,C,CSTuber.C,BA,0.149
CSTuber,C,CSTuber.C,BB,0.193
CSTuber,C,CSTuber.C,BB,0.028
CSTuber,C,CSTuber.C,BB,0.146
CSTuber,C,CSTuber.C,BB,-0.036
CSTuber,C,CSTuber.C,BB,0.219
CSTuber,C,CSTuber.C,BB,0.188
CSTuber,C,CSTuber.C,BB,0.036
CSTuber,C,CSTuber.C,BB,0.175
CSTuber,C,CSTuber.C,BB,0.22
CSTuber,C,CSTuber.C,BB,0.191
CSTuber,C,CSTuber.C,BB,0.137
CSTuber,C,CSTuber.C,BB,0.007
CSTuber,C,CSTuber.C,BB,-0.042
CSTuber,C,CSTuber.C,BB,0.183
CSTuber,C,CSTuber.C,BB,0.42
CSTuber,C,CSTuber.C,BB,0.195
CSTuber,C,CSTuber.C,BB,0.19
CSTuber,C,CSTuber.C,BB,0.122
CSTuber,C,CSTuber.C,BB,-0.001
CSTuber,C,CSTuber.C,BB,0.088
CSTuber,C,CSTuber.C,BB,0.086
CSTuber,C,CSTuber.C,BB,0.141
CSTuber,C,CSTuber.C,BB,0.166
CSTuber,C,CSTuber.C,BB,0.231
CSTuber,C,CSTuber.C,BB,0.163
CSTuber,C,CSTuber.C,BC,0.061
CSTuber,C,CSTuber.C,BC,0.156
CSTuber,C,CSTuber.C,BC,0.352
CSTuber,C,CSTuber.C,BC,-0.013
CSTuber,C,CSTuber.C,BC,0.439
CSTuber,C,CSTuber.C,BC,0.135
CSTuber,C,CSTuber.C,BC,0.022
CSTuber,C,CSTuber.C,BC,0.315
CSTuber,C,CSTuber.C,BC,0.087
CSTuber,C,CSTuber.C,BC,0.022
CSTuber,C,CSTuber.C,BC,0.302
CSTuber,C,CSTuber.C,BC,0.193
CSTuber,C,CSTuber.C,BC,0.184
CSTuber,C,CSTuber.C,BC,0.191
CSTuber,C,CSTuber.C,BC,0.067
CSTuber,C,CSTuber.C,BC,0.073
CSTuber,C,CSTuber.C,BC,0.129
CSTuber,C,CSTuber.C,BC,0.296
CSTuber,C,CSTuber.C,BC,0.328
CSTuber,C,CSTuber.C,BC,0.128
CSTuber,C,CSTuber.C,BC,0.272
CSTuber,C,CSTuber.C,BC,0.227
CSTuber,C,CSTuber.C,BC,0.238
CSTuber,C,CSTuber.C,BC,0.036
CSTuber,C,CSTuber.C,BC,0.235
CSTuber,C,CSTuber.C,BL,0.19
CSTuber,C,CSTuber.C,BL,0.1
CSTuber,C,CSTuber.C,BL,0.12
CSTuber,C,CSTuber.C,BL,0.013
CSTuber,C,CSTuber.C,BL,0.174
CSTuber,C,CSTuber.C,BL,0.113
CSTuber,C,CSTuber.C,BL,0.138
CSTuber,C,CSTuber.C,BL,0.304
CSTuber,C,CSTuber.C,BL,0.092
CSTuber,C,CSTuber.C,BL,0.34
CSTuber,C,CSTuber.C,BL,0.159
CSTuber,C,CSTuber.C,BL,0.192
CSTuber,C,CSTuber.C,BL,0.09
CSTuber,C,CSTuber.C,BL,0.226
CSTuber,C,CSTuber.C,BL,0.312
CSTuber,C,CSTuber.C,BL,0.217
CSTuber,C,CSTuber.C,BL,0.135
CSTuber,C,CSTuber.C,BL,0.168
CSTuber,C,CSTuber.C,BL,0.058
CSTuber,C,CSTuber.C,BL,0.116
CSTuber,C,CSTuber.C,BL,0.172
CSTuber,C,CSTuber.C,BL,0.136
CSTuber,C,CSTuber.C,BL,0.172
CSTuber,C,CSTuber.C,BL,0.154
CSTuber,C,CSTuber.C,BL,0.263
CSTuber,C,CSTuber.C,BRR,0.258
CSTuber,C,CSTuber.C,BRR,0.218
CSTuber,C,CSTuber.C,BRR,0.16
CSTuber,C,CSTuber.C,BRR,0.132
CSTuber,C,CSTuber.C,BRR,0.219
CSTuber,C,CSTuber.C,BRR,0.262
CSTuber,C,CSTuber.C,BRR,0.114
CSTuber,C,CSTuber.C,BRR,0.051
CSTuber,C,CSTuber.C,BRR,0.097
CSTuber,C,CSTuber.C,BRR,0.191
CSTuber,C,CSTuber.C,BRR,0.102
CSTuber,C,CSTuber.C,BRR,-0.017
CSTuber,C,CSTuber.C,BRR,0.039
CSTuber,C,CSTuber.C,BRR,0.072
CSTuber,C,CSTuber.C,BRR,0.198
CSTuber,C,CSTuber.C,BRR,0.341
CSTuber,C,CSTuber.C,BRR,0.111
CSTuber,C,CSTuber.C,BRR,0.164
CSTuber,C,CSTuber.C,BRR,0.126
CSTuber,C,CSTuber.C,BRR,-0.017
CSTuber,C,CSTuber.C,BRR,0
CSTuber,C,CSTuber.C,BRR,0.085
CSTuber,C,CSTuber.C,BRR,0.257
CSTuber,C,CSTuber.C,BRR,0.179
CSTuber,C,CSTuber.C,BRR,0.047
CSTuber,C,CSTuber.C,GBLUP,0.272
CSTuber,C,CSTuber.C,GBLUP,0.175
CSTuber,C,CSTuber.C,GBLUP,0.143
CSTuber,C,CSTuber.C,GBLUP,0.155
CSTuber,C,CSTuber.C,GBLUP,0.211
CSTuber,C,CSTuber.C,GBLUP,0.16
CSTuber,C,CSTuber.C,GBLUP,0.301
CSTuber,C,CSTuber.C,GBLUP,0.012
CSTuber,C,CSTuber.C,GBLUP,0.192
CSTuber,C,CSTuber.C,GBLUP,0.226
CSTuber,C,CSTuber.C,GBLUP,0.203
CSTuber,C,CSTuber.C,GBLUP,0.168
CSTuber,C,CSTuber.C,GBLUP,0.034
CSTuber,C,CSTuber.C,GBLUP,0.127
CSTuber,C,CSTuber.C,GBLUP,0.124
CSTuber,C,CSTuber.C,GBLUP,0.254
CSTuber,C,CSTuber.C,GBLUP,0.019
CSTuber,C,CSTuber.C,GBLUP,0.204
CSTuber,C,CSTuber.C,GBLUP,0.05
CSTuber,C,CSTuber.C,GBLUP,0.174
CSTuber,C,CSTuber.C,GBLUP,0.218
CSTuber,C,CSTuber.C,GBLUP,0.15
CSTuber,C,CSTuber.C,GBLUP,0.139
CSTuber,C,CSTuber.C,GBLUP,0.254
CSTuber,C,CSTuber.C,GBLUP,0.172
CSTuber,C,CSTuber.C,RKHS,0.179
CSTuber,C,CSTuber.C,RKHS,0.004
CSTuber,C,CSTuber.C,RKHS,0.251
CSTuber,C,CSTuber.C,RKHS,0.126
CSTuber,C,CSTuber.C,RKHS,0.235
CSTuber,C,CSTuber.C,RKHS,0.231
CSTuber,C,CSTuber.C,RKHS,0.222
CSTuber,C,CSTuber.C,RKHS,0.092
CSTuber,C,CSTuber.C,RKHS,0.163
CSTuber,C,CSTuber.C,RKHS,0.036
CSTuber,C,CSTuber.C,RKHS,0.31
CSTuber,C,CSTuber.C,RKHS,0.208
CSTuber,C,CSTuber.C,RKHS,0.277
CSTuber,C,CSTuber.C,RKHS,0.02
CSTuber,C,CSTuber.C,RKHS,0.173
CSTuber,C,CSTuber.C,RKHS,0.146
CSTuber,C,CSTuber.C,RKHS,0.085
CSTuber,C,CSTuber.C,RKHS,0.25
CSTuber,C,CSTuber.C,RKHS,0.259
CSTuber,C,CSTuber.C,RKHS,0.203
CSTuber,C,CSTuber.C,RKHS,0.303
CSTuber,C,CSTuber.C,RKHS,0.182
CSTuber,C,CSTuber.C,RKHS,0.329
CSTuber,C,CSTuber.C,RKHS,0.148
CSTuber,C,CSTuber.C,RKHS,0.069
CSTuber,H,CSTuber.H,BA,0.013
CSTuber,H,CSTuber.H,BA,0.201
CSTuber,H,CSTuber.H,BA,0.337
CSTuber,H,CSTuber.H,BA,0.071
CSTuber,H,CSTuber.H,BA,0.149
CSTuber,H,CSTuber.H,BA,0.101
CSTuber,H,CSTuber.H,BA,0.199
CSTuber,H,CSTuber.H,BA,0.293
CSTuber,H,CSTuber.H,BA,0.101
CSTuber,H,CSTuber.H,BA,0.038
CSTuber,H,CSTuber.H,BA,0.082
CSTuber,H,CSTuber.H,BA,0.256
CSTuber,H,CSTuber.H,BA,0.003
CSTuber,H,CSTuber.H,BA,0.156
CSTuber,H,CSTuber.H,BA,0.077
CSTuber,H,CSTuber.H,BA,0.088
CSTuber,H,CSTuber.H,BA,0.13
CSTuber,H,CSTuber.H,BA,0.015
CSTuber,H,CSTuber.H,BA,0.235
CSTuber,H,CSTuber.H,BA,0.231
CSTuber,H,CSTuber.H,BA,0
CSTuber,H,CSTuber.H,BA,-0.096
CSTuber,H,CSTuber.H,BA,0.203
CSTuber,H,CSTuber.H,BA,0.221
CSTuber,H,CSTuber.H,BA,0.126
CSTuber,H,CSTuber.H,BB,0.134
CSTuber,H,CSTuber.H,BB,-0.139
CSTuber,H,CSTuber.H,BB,0.24
CSTuber,H,CSTuber.H,BB,0.099
CSTuber,H,CSTuber.H,BB,0.136
CSTuber,H,CSTuber.H,BB,0.153
CSTuber,H,CSTuber.H,BB,0.164
CSTuber,H,CSTuber.H,BB,0.256
CSTuber,H,CSTuber.H,BB,0.081
CSTuber,H,CSTuber.H,BB,0.071
CSTuber,H,CSTuber.H,BB,-0.008
CSTuber,H,CSTuber.H,BB,0.116
CSTuber,H,CSTuber.H,BB,0.239
CSTuber,H,CSTuber.H,BB,0.181
CSTuber,H,CSTuber.H,BB,0.062
CSTuber,H,CSTuber.H,BB,-0.108
CSTuber,H,CSTuber.H,BB,0.246
CSTuber,H,CSTuber.H,BB,0.145
CSTuber,H,CSTuber.H,BB,0.14
CSTuber,H,CSTuber.H,BB,0.115
CSTuber,H,CSTuber.H,BB,0.025
CSTuber,H,CSTuber.H,BB,0.061
CSTuber,H,CSTuber.H,BB,0.166
CSTuber,H,CSTuber.H,BB,0.092
CSTuber,H,CSTuber.H,BB,0.257
CSTuber,H,CSTuber.H,BC,0.074
CSTuber,H,CSTuber.H,BC,0.144
CSTuber,H,CSTuber.H,BC,0.144
CSTuber,H,CSTuber.H,BC,0.152
CSTuber,H,CSTuber.H,BC,0.085
CSTuber,H,CSTuber.H,BC,0.249
CSTuber,H,CSTuber.H,BC,0.128
CSTuber,H,CSTuber.H,BC,0.252
CSTuber,H,CSTuber.H,BC,0.106
CSTuber,H,CSTuber.H,BC,0.244
CSTuber,H,CSTuber.H,BC,0.201
CSTuber,H,CSTuber.H,BC,0.196
CSTuber,H,CSTuber.H,BC,0.146
CSTuber,H,CSTuber.H,BC,0.104
CSTuber,H,CSTuber.H,BC,0.116
CSTuber,H,CSTuber.H,BC,0.263
CSTuber,H,CSTuber.H,BC,-0.033
CSTuber,H,CSTuber.H,BC,0.13
CSTuber,H,CSTuber.H,BC,0.291
CSTuber,H,CSTuber.H,BC,-0.089
CSTuber,H,CSTuber.H,BC,0.087
CSTuber,H,CSTuber.H,BC,-0.074
CSTuber,H,CSTuber.H,BC,0.162
CSTuber,H,CSTuber.H,BC,0.139
CSTuber,H,CSTuber.H,BC,0.219
CSTuber,H,CSTuber.H,BL,0.099
CSTuber,H,CSTuber.H,BL,0.206
CSTuber,H,CSTuber.H,BL,0.172
