"GSCORE","TRAIT","LGSCORE","TOOL","MODEL","GC","SNP","CHR","POS","P","SCORE","THRESHOLD","SIGNIFICANCE","ScoresRepl","ScoresSign","ScoreGC"
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_40745","12",47362541,0.0177827941003892,1.75,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c1_9695","2",21640872,0.0181970085860998,1.74,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c1_3074","6",57334590,0.0194984459975805,1.71,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_26296","7",2496733,0.0208929613085404,1.68,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_28228","7",52565452,0.0239883291901949,1.62,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_42451","5",52290923,0.0257039578276886,1.59,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c1_16406","11",39387477,0.0281838293126445,1.55,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c1_1323","11",41159413,0.0323593656929628,1.49,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c1_5656","1",71751985,0.0331131121482591,1.48,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_46113","7",692528,0.0346736850452532,1.46,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_28580","8",50583825,0.0371535229097173,1.43,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_23254","12",7260563,0.0407380277804113,1.39,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_35590","6",29872194,0.0416869383470335,1.38,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_43748","4",61552296,0.0426579518801593,1.37,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_34203","11",46398899,0.0426579518801593,1.37,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_39450","4",61191297,0.0436515832240166,1.36,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_18945","8",45930362,0.0436515832240166,1.36,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_34202","11",46398893,0.0446683592150963,1.35,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c1_8763","8",59114829,0.0489778819368446,1.31,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_16777","6",48044220,0.0524807460249773,1.28,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c1_4925","11",43031943,0.0562341325190349,1.25,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_32415","2",21642493,0.0588843655355589,1.23,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_53521","1",12643802,0.0602559586074358,1.22,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c1_3894","1",72533658,0.0602559586074358,1.22,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_42475","5",52353892,0.0660693448007596,1.18,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c1_449","9",18550286,0.0660693448007596,1.18,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c1_167","3",23274682,0.0676082975391982,1.17,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c1_16414","9",58590119,0.0691830970918937,1.16,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c1_3867","1",72337680,0.0707945784384138,1.15,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c1_3868","1",72337941,0.0758577575029184,1.12,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_32400","2",21485979,0.0812830516164099,1.09,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_44305","8",42730406,0.0831763771102671,1.08,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_44304","8",42730417,0.0870963589956081,1.06,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c1_3497","4",68769666,0.0891250938133746,1.05,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_7958","12",3837083,0.0891250938133746,1.05,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c1_7680","6",54682311,0.091201083935591,1.04,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_54624","0",20391837,0.0954992586021436,1.02,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c1_58","3",56927544,0.0954992586021436,1.02,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_23739","5",487268,0.0977237220955811,1.01,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_23740","5",487360,0.0977237220955811,1.01,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_5440","12",319737,0.1,1,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_23170","2",29256125,0.10471285480509,0.98,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_14636","9",56854426,0.107151930523761,0.97,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_21332","0",21225651,0.123026877081238,0.91,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_36053","4",56746443,0.123026877081238,0.91,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_39342","4",61680075,0.125892541179417,0.9,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_54589","13",39879940,0.125892541179417,0.9,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c1_11356","4",58789793,0.128824955169313,0.89,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c1_16459","9",56104281,0.128824955169313,0.89,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_6674","0",28132116,0.131825673855641,0.88,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c1_10751","4",56641710,0.131825673855641,0.88,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_9039","6",57394760,0.134896288259165,0.87,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_43588","7",4257126,0.134896288259165,0.87,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_34017","4",67147687,0.138038426460288,0.86,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c1_12015","5",48976718,0.141253754462275,0.85,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_40879","9",58749360,0.141253754462275,0.85,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_15047","2",43187165,0.144543977074593,0.84,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c1_4847","2",43151687,0.147910838816821,0.83,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_52057","5",20205444,0.151356124843621,0.82,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_26008","7",51201220,0.154881661891248,0.81,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c1_12377","2",35334126,0.158489319246111,0.8,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_53250","6",2343721,0.162181009735893,0.79,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c1_7622","5",489125,0.165958690743756,0.78,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_8253","5",53083990,0.165958690743756,0.78,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c1_7678","6",54726821,0.165958690743756,0.78,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_29981","9",62190862,0.165958690743756,0.78,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c1_7192","10",58252277,0.169824365246174,0.77,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_53708","1",54264723,0.173780082874938,0.76,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_14848","1",87310101,0.173780082874938,0.76,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_30296","12",39466807,0.177827941003892,0.75,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c1_16258","4",11641080,0.181970085860998,0.74,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_16718","4",47529897,0.181970085860998,0.74,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c1_11391","4",58844620,0.181970085860998,0.74,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_45603","10",48971709,0.181970085860998,0.74,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_28641","8",50613642,0.194984459975805,0.71,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_27650","9",51854006,0.194984459975805,0.71,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c1_6749","4",62367580,0.199526231496888,0.7,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_53273","11",10339933,0.199526231496888,0.7,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_24454","12",59193947,0.199526231496888,0.7,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_10802","4",68308218,0.208929613085404,0.68,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_23846","5",814688,0.208929613085404,0.68,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c1_14683","11",39617992,0.208929613085404,0.68,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_13671","1",66548104,0.213796208950223,0.67,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_44335","8",42832139,0.213796208950223,0.67,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_4437","0",24387070,0.218776162394955,0.66,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_10568","4",68868824,0.218776162394955,0.66,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_35592","6",30107444,0.218776162394955,0.66,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_49042","1",10922797,0.223872113856834,0.65,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c1_4415","1",66521392,0.223872113856834,0.65,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c1_5560","8",57530640,0.223872113856834,0.65,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_55012","1",5654532,0.229086765276777,0.64,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_24","1",85668664,0.229086765276777,0.64,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c1_7621","5",489095,0.229086765276777,0.64,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_5774","6",50572507,0.245470891568503,0.61,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_38551","2",45126593,0.251188643150958,0.6,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_54204","8",3526746,0.251188643150958,0.6,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_27003","9",59671840,0.251188643150958,0.6,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_34557","7",21039147,0.257039578276886,0.59,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_10563","4",68870646,0.263026799189538,0.58,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_10617","4",68743219,0.269153480392692,0.57,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_19692","2",27349009,0.281838293126445,0.55,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_22205","11",42339943,0.281838293126445,0.55,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_27414","12",49216209,0.281838293126445,0.55,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c1_11211","4",59858990,0.288403150312661,0.54,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_12959","4",66197658,0.288403150312661,0.54,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_22301","6",53614740,0.288403150312661,0.54,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_4480","7",41477431,0.288403150312661,0.54,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_4165","9",3915451,0.295120922666639,0.53,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c1_11137","6",55716119,0.301995172040202,0.52,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_33280","7",57508926,0.301995172040202,0.52,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_25219","7",48611027,0.309029543251359,0.51,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_34085","8",34629849,0.316227766016838,0.5,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_21682","2",24387770,0.323593656929628,0.49,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_29767","10",57277910,0.323593656929628,0.49,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_28521","8",50650372,0.331131121482591,0.48,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_40131","1",53444045,0.338844156139203,0.47,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_30973","1",88257483,0.338844156139203,0.47,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_35997","4",67871626,0.338844156139203,0.47,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_12720","7",54318643,0.338844156139203,0.47,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_680","9",36710610,0.346736850452532,0.46,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_49495","2",35025916,0.354813389233575,0.45,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_57257","3",52006963,0.354813389233575,0.45,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c1_13349","4",67527515,0.354813389233575,0.45,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_35970","4",67668177,0.354813389233575,0.45,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_53998","9",57846815,0.354813389233575,0.45,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_8431","5",52989126,0.363078054770101,0.44,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_55837","7",3695590,0.363078054770101,0.44,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c1_13526","10",48923342,0.363078054770101,0.44,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_8037","12",3604993,0.363078054770101,0.44,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_38552","2",45126722,0.371535229097173,0.43,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c1_1249","5",55144795,0.371535229097173,0.43,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c1_7964","2",38139240,0.380189396320561,0.42,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_38556","4",63682892,0.380189396320561,0.42,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_36833","7",3330903,0.380189396320561,0.42,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_45256","10",59057591,0.380189396320561,0.42,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_14947","11",39858442,0.380189396320561,0.42,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_52070","5",1913182,0.389045144994281,0.41,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c1_3793","5",3721408,0.389045144994281,0.41,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_6185","11",4232240,0.389045144994281,0.41,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_28665","10",60022055,0.398107170553497,0.4,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_23713","0",389554,0.407380277804113,0.39,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_25560","3",46842107,0.407380277804113,0.39,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c1_10179","4",67145141,0.416869383470335,0.38,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_39080","9",1248777,0.416869383470335,0.38,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_20514","1",68614630,0.426579518801593,0.37,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c1_11363","4",58734459,0.426579518801593,0.37,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_39083","9",1248924,0.426579518801593,0.37,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_32790","10",5988843,0.426579518801593,0.37,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_32467","12",5980197,0.426579518801593,0.37,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c1_4604","1",75196506,0.436515832240166,0.36,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_27271","2",42001715,0.436515832240166,0.36,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_57254","3",52006651,0.436515832240166,0.36,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_19584","4",64858220,0.436515832240166,0.36,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_38938","2",26500723,0.446683592150963,0.35,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_19556","9",54713760,0.446683592150963,0.35,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c1_9413","1",88228894,0.457088189614875,0.34,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_17899","2",34459132,0.457088189614875,0.34,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_10539","4",68952759,0.457088189614875,0.34,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_4030","9",3433410,0.457088189614875,0.34,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_686","1",14805485,0.467735141287198,0.33,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c1_7132","3",52915590,0.467735141287198,0.33,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_31443","11",36343786,0.467735141287198,0.33,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_17539","1",71416070,0.478630092322638,0.32,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c1_3484","4",68859403,0.478630092322638,0.32,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_50394","2",33594764,0.489778819368446,0.31,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_17900","2",34459045,0.489778819368446,0.31,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_17896","2",34459585,0.489778819368446,0.31,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_323","3",56043711,0.489778819368446,0.31,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c1_6758","4",62263846,0.489778819368446,0.31,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_11679","10",44620849,0.489778819368446,0.31,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_33422","8",43959543,0.501187233627272,0.3,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c1_7139","3",37346461,0.512861383991365,0.29,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_54797","1",992483,0.524807460249773,0.28,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_12955","4",66207542,0.524807460249773,0.28,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c1_15684","5",1135681,0.524807460249773,0.28,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_31156","6",49274562,0.524807460249773,0.28,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_33892","6",49952539,0.524807460249773,0.28,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_36660","1",808325,0.537031796370253,0.27,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_3512","5",54654441,0.537031796370253,0.27,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c1_16413","9",58589829,0.537031796370253,0.27,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c1_15580","1",71530961,0.549540873857625,0.26,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_3146","6",5211425,0.549540873857625,0.26,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_36882","7",3150451,0.549540873857625,0.26,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c1_10855","7",9419615,0.549540873857625,0.26,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_35053","7",50789995,0.549540873857625,0.26,4.86,FALSE,108,0,0.993
